Gene,score,was used in training,link to MGI
Zfp219,-1.2587,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp219
Astn2,-1.2588,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Astn2
Dusp26,-1.2589,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dusp26
Mrps35,-1.2591,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrps35
A330043P19Rik*,-1.2591,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A330043P19Rik*
Uvrag,-1.2592,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Uvrag
Slc5a9,-1.2593,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc5a9
Foxh1,-1.2593,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Foxh1
Gm581,-1.2598,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm581
Zfp608,-1.26,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp608
Tmem109,-1.2603,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem109
Slc26a2,-1.2605,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc26a2
D0H4S114,-1.2606,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D0H4S114
Ercc5,-1.2607,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ercc5
Txnl1,-1.2607,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Txnl1
Wasf3,-1.2611,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wasf3
Odf2,-1.2613,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Odf2
B4galnt3,-1.2614,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B4galnt3
Sf3a3,-1.2614,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sf3a3
Mlf1,-1.2616,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mlf1
Ace,-1.2619,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ace
Mmp11,-1.262,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mmp11
TC1498646,-1.2621,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1498646
Stxbp4,-1.2621,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Stxbp4
Nrgn,-1.2625,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nrgn
Ttl,-1.2625,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ttl
Tubgcp3,-1.2627,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tubgcp3
Clps,-1.2627,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clps
Ms4a6c,-1.2628,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ms4a6c
Atpbd1b,-1.2632,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atpbd1b
Rab19,-1.2632,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rab19
Nap1l3,-1.2635,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nap1l3
Tmub1,-1.2637,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmub1
Rgl3,-1.2637,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rgl3
Gpr150,-1.2638,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpr150
Myt1,-1.2639,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Myt1
Rapgefl1,-1.2642,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rapgefl1
Myo9b,-1.2643,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Myo9b
Abat,-1.2645,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Abat
Fbxo22,-1.2645,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fbxo22
5830415L20Rik,-1.2647,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5830415L20Rik
Sri,-1.2652,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sri
Ssr2,-1.2653,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ssr2
LOC433353,-1.2654,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433353
Arih1,-1.2657,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arih1
Heatr2,-1.2661,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Heatr2
4932439K10Rik,-1.2664,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4932439K10Rik
Mast3,-1.2665,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mast3
Eif1ay,-1.2666,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eif1ay
Gria2,-1.2667,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gria2
Mapk10,-1.2671,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mapk10
Fxyd7,-1.2673,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fxyd7
Ube2g1,-1.2677,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ube2g1
Cldn16,-1.2679,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cldn16
Snx19,-1.2682,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Snx19
Vezt,-1.2683,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Vezt
Usp34,-1.2684,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Usp34
Abcd2,-1.2686,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Abcd2
BC023882,-1.2686,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC023882
Fuk,-1.269,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fuk
Tcf20,-1.269,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tcf20
Kcnk16,-1.269,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcnk16
1700026J04Rik*,-1.2691,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700026J04Rik*
Tbc1d10a,-1.2693,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tbc1d10a
Tlr12,-1.2695,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tlr12
Tmem16k,-1.271,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem16k
1600014K23Rik,-1.2712,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1600014K23Rik
Clk1,-1.2713,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clk1
Tegt,-1.2715,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tegt
Slc35a5,-1.2715,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc35a5
Zfyve27,-1.2717,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfyve27
Cep63,-1.2718,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cep63
Psmc4,-1.2721,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psmc4
Sirt4,-1.2725,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sirt4
Plp2,-1.2726,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Plp2
Incenp,-1.2736,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Incenp
Fbxl11,-1.2737,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fbxl11
Def6,-1.2745,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Def6
Btbd4,-1.2752,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Btbd4
Tmc7,-1.2756,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmc7
Kng1,-1.2757,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kng1
BC003993,-1.2757,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC003993
Pdlim5,-1.2757,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pdlim5
Pick1,-1.2761,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pick1
Pea15,-1.2761,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pea15
9930021J17Rik,-1.2762,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9930021J17Rik
Spag9,-1.2762,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spag9
Ttc15,-1.2764,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ttc15
E230015H13Rik*,-1.2767,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=E230015H13Rik*
BC017133,-1.2769,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC017133
Gm543,-1.2769,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm543
Zfp516,-1.2773,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp516
F5,-1.2774,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=F5
Krt4,-1.278,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Krt4
Mical3,-1.2783,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mical3
Pafah1b3,-1.2789,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pafah1b3
Ap3m2,-1.279,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ap3m2
LOC432615,-1.2791,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432615
Rab14,-1.2794,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rab14
1700007E06Rik,-1.2798,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700007E06Rik
5730507A09Rik,-1.2809,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730507A09Rik
Ccng1,-1.281,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccng1
Dctn1,-1.2812,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dctn1
Mrpl32,-1.2812,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrpl32
Purb,-1.2816,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Purb
A630059J03Rik*,-1.2816,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A630059J03Rik*
Tusc3,-1.2817,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tusc3
2210010L05Rik,-1.2818,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2210010L05Rik
Arc,-1.2819,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arc
Trim23,-1.2824,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trim23
AI790205,-1.2828,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AI790205
E130014J05Rik,-1.2829,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=E130014J05Rik
Daam1,-1.283,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Daam1
Lrpprc,-1.283,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrpprc
Lrrk2,-1.2831,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrrk2
Stno,-1.2831,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Stno
Ndufs8,-1.2832,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ndufs8
Sh3bgrl3,-1.2833,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sh3bgrl3
0610038D11Rik,-1.2834,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=0610038D11Rik
Wdr12,-1.2836,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wdr12
5730494N06Rik,-1.2837,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730494N06Rik
Sesn1,-1.2838,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sesn1
Cstf3,-1.2839,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cstf3
Aph1c,-1.2841,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Aph1c
Strm,-1.2842,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Strm
Zic2,-1.2845,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zic2
St6galnac1,-1.2845,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=St6galnac1
Acot2,-1.285,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Acot2
9230113P08Rik,-1.285,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9230113P08Rik
Arih2,-1.2855,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arih2
1500004I01Rik*,-1.2855,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1500004I01Rik*
Taf15,-1.286,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Taf15
Rbm15b,-1.2862,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbm15b
Olfr649,-1.2863,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr649
Arl6ip4,-1.2864,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arl6ip4
Wwtr1,-1.2864,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wwtr1
Mark1,-1.2867,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mark1
Hist1h2bc,-1.2869,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hist1h2bc
Ppia,-1.287,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ppia
3110023E09Rik,-1.287,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=3110023E09Rik
TC1499193,-1.2872,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1499193
A830010M20Rik,-1.2873,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A830010M20Rik
Riok3,-1.2874,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Riok3
Alg12,-1.2875,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Alg12
Lap3,-1.2877,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lap3
Scn2b,-1.2879,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Scn2b
Pofut1,-1.288,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pofut1
4932415D10Rik,-1.2883,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4932415D10Rik
BC029169,-1.2885,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC029169
Gcap14,-1.2886,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gcap14
BC006779,-1.2888,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC006779
Dhrs8,-1.2889,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhrs8
BC049702,-1.289,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC049702
2510049I19Rik,-1.2891,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2510049I19Rik
Palm2,-1.2891,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Palm2
Fos,-1.2893,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fos
Fkbp9,-1.2895,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fkbp9
Clcn2,-1.2895,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clcn2
Ccrn4l,-1.2895,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccrn4l
Snf1lk2,-1.2897,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Snf1lk2
Kcnf1,-1.2898,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcnf1
LOC433878,-1.2899,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433878
Ccnh,-1.29,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccnh
Twist1,-1.2902,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Twist1
Tnrc5,-1.2902,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tnrc5
G370142A02Rik*,-1.2902,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=G370142A02Rik*
Mcph1,-1.2903,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mcph1
Chd7,-1.2905,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chd7
Pcsk9,-1.2906,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pcsk9
Mical1,-1.2909,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mical1
Calml4,-1.291,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Calml4
4932407I05,-1.2914,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4932407I05
Gabpb2,-1.2914,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gabpb2
Snai2,-1.2916,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Snai2
9630040P08Rik*,-1.2916,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9630040P08Rik*
LOC432405,-1.2919,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432405
Schip1,-1.2919,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Schip1
Mtap1a,-1.292,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mtap1a
Snai1,-1.292,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Snai1
C630030K01Rik*,-1.2923,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C630030K01Rik*
Rps19bp1,-1.2923,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rps19bp1
Asphd2,-1.2925,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Asphd2
Tdgf1,-1.2926,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tdgf1
Hbb-b2,-1.2928,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hbb-b2
Mrpl47,-1.293,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrpl47
B230316E19Rik*,-1.2931,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B230316E19Rik*
Prkag1,-1.2932,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prkag1
Lypla1,-1.2936,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lypla1
Rasip1,-1.2938,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rasip1
LOC545465,-1.2942,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC545465
Dhx8,-1.2943,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhx8
5330421F07Rik,-1.2947,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5330421F07Rik
Ttc14,-1.2948,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ttc14
2310046O06Rik,-1.2949,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310046O06Rik
Bbs2,-1.2949,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bbs2
Vwa2,-1.295,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Vwa2
1500005K14Rik,-1.2952,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1500005K14Rik
Shank2,-1.2952,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Shank2
Sema3g,-1.2954,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sema3g
Ccl12,-1.2954,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccl12
Skil,-1.2956,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Skil
LOC434129,-1.2956,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434129
Otud6b,-1.2957,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Otud6b
1110031B06Rik,-1.296,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110031B06Rik
Bik,-1.296,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bik
2410001C21Rik,-1.2962,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410001C21Rik
Tubb2b,-1.2963,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tubb2b
Ipo9,-1.2964,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ipo9
Atp13a5,-1.2964,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atp13a5
TC1564884,-1.2964,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1564884
Apoa2,-1.2967,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Apoa2
Klhdc3,-1.2967,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Klhdc3
Klhl17,-1.2969,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Klhl17
Itsn2,-1.2971,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Itsn2
Cadps2,-1.2972,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cadps2
Tor1a,-1.2973,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tor1a
Sbsn,-1.2974,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sbsn
Dido1,-1.2975,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dido1
BC056349,-1.2984,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC056349
Gypc,-1.2985,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gypc
Cntn4,-1.2986,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cntn4
4933440H19Rik,-1.2986,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933440H19Rik
Gm694,-1.2987,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm694
Mm.152121,-1.2987,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.152121
Spata20,-1.2988,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spata20
Tyms-ps,-1.2989,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tyms-ps
2610209M04Rik,-1.2989,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2610209M04Rik
Hsdl1,-1.299,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hsdl1
Srpk1,-1.2995,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Srpk1
6330403K07Rik,-1.2995,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=6330403K07Rik
Gpsn2,-1.2997,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpsn2
