Gene,score,was used in training,link to MGI
E330036I19Rik,-1.6982,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=E330036I19Rik
A430041E03,-1.6983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A430041E03
Glipr2,-1.6983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Glipr2
Mm.205215,-1.6983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.205215
Vamp2,-1.6984,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Vamp2
5330432B20Rik,-1.6984,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5330432B20Rik
Cfb,-1.6984,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cfb
4930533I22Rik,-1.6985,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=4930533I22Rik
Sgcz,-1.6986,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sgcz
Cd72,-1.6987,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd72
Tchhl1,-1.6987,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tchhl1
Tnfrsf17,-1.6988,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tnfrsf17
Idi1,-1.6988,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Idi1
C730046C01Rik*,-1.699,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C730046C01Rik*
Mdn1,-1.699,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mdn1
Pstpip1,-1.6992,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pstpip1
Pou3f2,-1.6992,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Pou3f2
LOC436061,-1.6992,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC436061
2010001J22Rik,-1.6992,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2010001J22Rik
Hoxd12,-1.6994,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hoxd12
8430408G22Rik,-1.6994,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=8430408G22Rik
Hint2,-1.6994,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hint2
Smarcad1,-1.6995,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Smarcad1
Tbx2,-1.6996,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tbx2
LOC433499,-1.6996,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433499
Anks3,-1.6998,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Anks3
LOC433871,-1.6998,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433871
LOC435908,-1.6998,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC435908
V1re12,-1.6998,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=V1re12
Hectd3,-1.6998,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hectd3
Nctc1,-1.6999,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nctc1
Tmem45a,-1.6999,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem45a
Gpr142,-1.6999,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpr142
4930458L03Rik,-1.7,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930458L03Rik
Rbm7,-1.7,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbm7
BC035537,-1.7,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC035537
Fgfrl1,-1.7,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fgfrl1
Gm597,-1.7001,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm597
Lphn2,-1.7001,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lphn2
A430070M19,-1.7005,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A430070M19
Cd7,-1.7006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd7
C330006A16Rik,-1.7006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C330006A16Rik
Cmtm2a,-1.7006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cmtm2a
C730027E14Rik,-1.7006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C730027E14Rik
4932435O22Rik,-1.7006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4932435O22Rik
D14Ertd581e,-1.7007,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D14Ertd581e
Rpl3l,-1.7008,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rpl3l
Ly6c,-1.7008,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ly6c
D430050G20Rik*,-1.7008,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D430050G20Rik*
Mmp2,-1.7009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mmp2
A630062H14,-1.7009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A630062H14
B3gnt6,-1.7009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B3gnt6
Prss32,-1.701,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prss32
D030044L04Rik,-1.7012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D030044L04Rik
Dcp1b,-1.7012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dcp1b
AI597479,-1.7013,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AI597479
Diap2,-1.7014,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Diap2
Lsm14a,-1.7014,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lsm14a
Rab3d,-1.7014,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rab3d
LOC434102,-1.7015,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434102
Olfr685,-1.7015,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr685
A630042L21Rik,-1.7015,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A630042L21Rik
Txndc1,-1.7016,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Txndc1
Prlpb,-1.7016,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Prlpb
Cd22,-1.7016,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd22
Rnf151,-1.7017,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rnf151
Magel2,-1.7017,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Magel2
Smg5,-1.7018,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Smg5
Cetn1,-1.7018,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cetn1
LOC381754,-1.7018,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC381754
Olfr1260,-1.7018,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr1260
Otub2,-1.7019,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Otub2
2310031A18Rik,-1.702,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310031A18Rik
Klrg1,-1.702,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Klrg1
F830010L01Rik*,-1.702,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=F830010L01Rik*
LOC434392,-1.7021,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434392
Cdon,-1.7021,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Cdon
A630043P06,-1.7021,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A630043P06
Polm,-1.7022,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Polm
Dnmt3b,-1.7022,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dnmt3b
BB146404,-1.7023,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BB146404
Gulo,-1.7024,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gulo
Cd200r3,-1.7025,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd200r3
Zfp28,-1.7025,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp28
Srd5a2,-1.7025,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Srd5a2
Tada2l,-1.7026,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tada2l
Serpinb13,-1.7026,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Serpinb13
Pcna,-1.7027,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pcna
Slk,-1.7027,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slk
Rbm11,-1.7028,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbm11
Ube2i,-1.7028,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ube2i
A930037G23Rik,-1.7028,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A930037G23Rik
9930013L23Rik,-1.7028,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9930013L23Rik
Ropn1,-1.7029,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ropn1
4931419K03Rik,-1.7029,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4931419K03Rik
5430425J12Rik,-1.703,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5430425J12Rik
Mcm3ap,-1.703,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mcm3ap
Krt40,-1.703,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Krt40
Mnt,-1.703,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mnt
Trim7,-1.7031,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trim7
Txnrd3,-1.7032,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Txnrd3
Jrkl,-1.7032,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Jrkl
Tmc6,-1.7032,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmc6
Cacnb1,-1.7033,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cacnb1
Golgb1,-1.7034,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Golgb1
Oas1a,-1.7034,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Oas1a
Slc39a8,-1.7034,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc39a8
Dlx1as,-1.7036,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dlx1as
Ttf1,-1.7037,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ttf1
LOC545133,-1.7037,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC545133
Glt25d2,-1.7037,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Glt25d2
Mapk8,-1.7037,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mapk8
Trem3,-1.7038,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trem3
Mkrn3,-1.7039,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Mkrn3
Sprrl7,-1.7039,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sprrl7
Sftpc,-1.7039,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sftpc
Cnot3,-1.7039,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cnot3
Tmem51,-1.7039,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem51
Dyrk2,-1.7041,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dyrk2
Slc16a4,-1.7041,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc16a4
Cmkor1,-1.7041,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cmkor1
Gbp2,-1.7042,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gbp2
Pigb,-1.7042,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pigb
Pou2f3,-1.7043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pou2f3
Olfr1494,-1.7043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr1494
8430416H19Rik,-1.7043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=8430416H19Rik
Tspan6,-1.7045,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tspan6
2700060E02Rik,-1.7045,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2700060E02Rik
9030617O03Rik,-1.7045,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9030617O03Rik
Gm24,-1.7046,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm24
Dus4l,-1.7046,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dus4l
Hcn3,-1.7047,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hcn3
Prkx,-1.7047,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prkx
Zkscan1,-1.7047,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zkscan1
Thbs3,-1.7047,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Thbs3
GA_x5J8B7TQSKC-412-5,-1.7048,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=GA_x5J8B7TQSKC-412-5
Slitrk1,-1.7048,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slitrk1
Edc4,-1.7049,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Edc4
9430091E24Rik,-1.7049,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9430091E24Rik
Dhx35,-1.705,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhx35
AF013969,-1.705,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AF013969
1700060C20Rik,-1.705,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700060C20Rik
Gm836,-1.705,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm836
Wwox,-1.705,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wwox
Ric8,-1.7051,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ric8
Sra1,-1.7051,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sra1
Btbd12,-1.7052,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Btbd12
BC028528,-1.7053,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC028528
4932415G12Rik,-1.7054,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4932415G12Rik
Golph3l,-1.7054,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Golph3l
Adam6,-1.7055,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adam6
TC1420744,-1.7055,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1420744
Cubn,-1.7056,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cubn
Tmem134,-1.7056,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem134
Lrrc3b,-1.7056,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrrc3b
Pdss1,-1.7056,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pdss1
Phospho1,-1.7057,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phospho1
Tmem116,-1.7057,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem116
Nipsnap1,-1.7058,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nipsnap1
5330423A02Rik*,-1.7059,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5330423A02Rik*
Rpl26,-1.7059,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rpl26
Dkkl1,-1.7059,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dkkl1
TC1460911,-1.706,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1460911
Hapln3,-1.706,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hapln3
Cst8,-1.706,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cst8
Abcf1,-1.7061,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Abcf1
LOC436099,-1.7061,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC436099
Cd84,-1.7062,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd84
Clec4n,-1.7063,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clec4n
4933429E10Rik,-1.7064,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933429E10Rik
Aprt,-1.7064,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aprt
Mcm7,-1.7065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mcm7
Zcchc4,-1.7065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zcchc4
Irs3,-1.7065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Irs3
Sh3gl1,-1.7065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sh3gl1
Olfr1179,-1.7066,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr1179
Gm739,-1.7066,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm739
BC033606,-1.7066,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC033606
B230398E24Rik*,-1.7067,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B230398E24Rik*
Map2k5,-1.7067,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Map2k5
Grhl1,-1.7067,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Grhl1
Adora3,-1.7067,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adora3
Frg1,-1.7068,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Frg1
4933427I22Rik,-1.7068,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933427I22Rik
Wbscr16,-1.707,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wbscr16
Ggt1,-1.7071,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ggt1
Zfp768,-1.7072,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp768
Blnk,-1.7073,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Blnk
Gpr116,-1.7073,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpr116
Mospd4,-1.7074,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mospd4
4430402I18Rik,-1.7074,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4430402I18Rik
4922504M18Rik,-1.7075,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4922504M18Rik
2410075D05Rik,-1.7077,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410075D05Rik
Ublcp1,-1.7077,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ublcp1
Garnl1,-1.7079,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Garnl1
Pop1,-1.7079,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pop1
Ppm2c,-1.7079,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ppm2c
Fbxl14,-1.708,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fbxl14
Trpm7,-1.708,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Trpm7
Bmyc,-1.7081,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bmyc
Ltb4r1,-1.7081,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ltb4r1
Nog,-1.7081,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nog
2410011O22Rik,-1.7082,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410011O22Rik
Nck2,-1.7083,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nck2
4930526D03Rik,-1.7083,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930526D03Rik
Axin2,-1.7085,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Axin2
Cpa1,-1.7085,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cpa1
Birc5,-1.7086,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Birc5
LOC433884,-1.7086,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433884
V1rj2,-1.7086,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=V1rj2
Ccdc71,-1.7086,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc71
LOC436436,-1.7087,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC436436
Klrb1b,-1.7087,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Klrb1b
1190002J23Rik,-1.7088,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1190002J23Rik
Ttc9c,-1.7088,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ttc9c
Rkhd2,-1.7088,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rkhd2
Tiparp,-1.7089,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tiparp
Wdr41,-1.7089,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wdr41
Zfp367,-1.7089,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp367
A930001N09Rik,-1.7091,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A930001N09Rik
Jam4,-1.7092,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Jam4
Skp2,-1.7092,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Skp2
1700024P16Rik,-1.7093,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700024P16Rik
Tbc1d22a,-1.7094,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tbc1d22a
4930583I09Rik,-1.7095,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930583I09Rik
C230090A06Rik*,-1.7095,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C230090A06Rik*
Flt1,-1.7095,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Flt1
mCG145260,-1.7096,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=mCG145260
LOC434271,-1.7097,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434271
Prkca,-1.7097,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prkca
Rprm,-1.7098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rprm
Clcn3,-1.7098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clcn3
Lrrc30,-1.7098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrrc30
S100a9,-1.7098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=S100a9
Tagln3,-1.7098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tagln3
Aldh16a1,-1.7098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aldh16a1
Pabpc5,-1.7099,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pabpc5
Pdpk1,-1.7099,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pdpk1
Cyp11a1,-1.71,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyp11a1
BC031353,-1.71,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC031353
Fkhl18,-1.71,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fkhl18
2310014L17Rik,-1.71,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310014L17Rik
Chrnb1,-1.7101,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chrnb1
Accn3,-1.7101,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Accn3
Olfr1396,-1.7101,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr1396
Spt2,-1.7103,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spt2
Ctns,-1.7104,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ctns
Cml4,-1.7104,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cml4
A930014P08Rik*,-1.7105,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A930014P08Rik*
Nfkbil1,-1.7106,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nfkbil1
Nt5c3,-1.7106,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nt5c3
LOC435226,-1.7107,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC435226
1700106J16Rik,-1.7107,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700106J16Rik
Mbnl3,-1.7109,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mbnl3
Sema3b,-1.711,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sema3b
2210404O07Rik,-1.711,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2210404O07Rik
LOC382902,-1.711,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC382902
Drctnnb1a,-1.711,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Drctnnb1a
Stk22s1,-1.7111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Stk22s1
9930014A18Rik,-1.7111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9930014A18Rik
Cyp2c44,-1.7111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyp2c44
Rpl24,-1.7111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rpl24
4930451G09Rik,-1.7112,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930451G09Rik
9930111J21Rik,-1.7112,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9930111J21Rik
Il17rd,-1.7112,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Il17rd
A330019P12Rik*,-1.7112,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A330019P12Rik*
Mypn,-1.7113,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mypn
1110008F13Rik,-1.7114,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110008F13Rik
LOC432648,-1.7114,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432648
Amph,-1.7114,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Amph
4921517N04Rik,-1.7114,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4921517N04Rik
Nfkbiz,-1.7115,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nfkbiz
Edn3,-1.7115,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Edn3
Galnt12,-1.7116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Galnt12
Ptges,-1.7116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptges
Ppp4r2,-1.7116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ppp4r2
Papss2,-1.7116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Papss2
Olfr610,-1.7117,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr610
Islr,-1.7118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Islr
BC022623,-1.7118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC022623
Phf10,-1.7118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phf10
C330019L16Rik,-1.7118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C330019L16Rik
Mfrp,-1.7118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mfrp
1300013J15Rik,-1.7119,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1300013J15Rik
